ens_gene	PREP0032_RHuanxxxxxA_v1_P4_FOXB2_S3	PREP0032_RHuanxxxxxA_v1_P4_JUNB_S4	PREP0032_RHuanxxxxxA_v1_P4_POU2F3_S5	PREP0032_RHuanxxxxxA_v1_P4_sorted_S1	PREP0032_RHuanxxxxxA_v1_P7_sorted_S2
ENSG00000002079	0	0	0	0.0202101340653485	0.0730514129665983
ENSG00000002330	15.9734546849139	17.6527074189956	19.1942952489066	17.9425251184683	18.4793084593935
ENSG00000002549	51.9444850685251	59.6726123342184	44.9028087729666	59.7519603287871	51.3638767778083
ENSG00000002586	61.7699070402779	115.938618260323	74.4762728529541	31.5688041712517	73.3994940429683
ENSG00000002587	0.914546065347468	1.09038494876952	2.43357211772422	3.145822097028	1.77499436042171
ENSG00000002726	0.320063646792051	0.443888126614599	0.125024857127198	0.17079257277825	0.0604557600048198
ENSG00000002745	0	0.0321052615727888	0.0508049416790393	0.0149112735845494	0.266837824502256
ENSG00000002746	1.60905503790981	2.76649671521674	0.616876365186808	0.988641630620958	1.09214013475575
ENSG00000002822	15.7770501004246	20.7749251763434	23.0740274452138	18.7240584894463	21.8803385757694
ENSG00000002834	18.8045984581881	17.8278447643271	22.0645005569145	23.7917250900815	23.478981579891
ENSG00000002919	12.129757933979	18.2173520909883	16.8658874350824	14.3416142884022	15.031919692741
ENSG00000002933	0	0	0.323113417362963	0.445441456908897	0.378715119107638
ENSG00000003056	83.7769951331611	94.8901715108642	94.6094751154169	125.700512078261	119.673363658722
ENSG00000003096	2.61344011099704	6.6368441726929	4.1098913194564	2.62915793240318	2.59365666430517
ENSG00000003137	0.625116757973725	0.216624814971236	0.283024509545607	0.195433772036907	0.531591568612834
ENSG00000003147	5.29340230557902	6.00374913907844	10.3461782648126	5.76885091990945	2.71868973634381
ENSG00000003249	1.71158633741958	3.88038154513425	1.27674343294712	1.50385548504002	0.578840542189819
ENSG00000003393	11.2645826624756	13.2228044353115	13.1249494349955	8.5958600712916	16.964621302434
ENSG00000003400	3.42411093665305	3.52796762680098	3.3869236307131	2.57765648633416	1.97589314352328
ENSG00000003402	7.91966859093997	6.45285002285807	5.41520300309874	6.04321613650663	3.94342377333443
ENSG00000003436	27.0044291919265	41.0897367976322	46.1434859758242	16.3538953216716	134.660043973161
ENSG00000003509	19.3138716867688	18.385002264135	24.0543965098649	17.4777481583443	13.2109832169534
ENSG00000003756	96.1042340510245	75.5439951948902	85.6503935703685	69.5612222773821	96.7697310629142
ENSG00000003987	4.17153497301541	3.24751969592573	3.07182243779311	1.59502181278902	1.58496872613384
ENSG00000003989	2.45839834480559	3.60098666038081	4.46390153238653	1.90230442958122	3.31874498525616
ENSG00000004059	140.416429002861	141.066140587065	133.572937820039	126.389579928524	106.141475491806
ENSG00000004139	1.47521042641424	1.74057365033129	1.63109836794261	2.01592669624914	4.7739964711192
ENSG00000004142	62.6501154531315	71.5418156498375	65.0710554402396	77.3954309193005	69.6635784068498
ENSG00000004399	49.0161455917041	93.8336528669966	39.9873853956623	26.2849161210183	54.8291114875036
ENSG00000004455	64.0615422854228	82.1159416401345	73.8356428873963	80.8098132121524	45.2675033840778
ENSG00000004468	0.168993926677038	0.134796335864668	0.884767986699666	0.0483047499597355	0.0578647620210813
ENSG00000004478	111.743867220237	115.466690514347	124.229190710238	186.250283007316	81.7318565915112
ENSG00000004487	226.066379782769	239.317092743503	220.977827313625	192.447327085534	193.000514322014
ENSG00000004534	83.9509901729877	65.6349020355066	76.5368439001564	65.5948038994769	66.4847224506258
ENSG00000004660	1.87006309665209	1.78340489437367	2.37910602078958	1.04296964469762	3.19149787801278
ENSG00000004700	25.8911086873589	27.8355042646664	33.5791910400158	27.9967949468547	35.656364873626
ENSG00000004766	9.50795865595139	6.17443280298858	9.16425024550938	6.17491951056918	6.64572478296168
ENSG00000004776	0.438492882812562	0.506500222059892	0.417237021081163	0.571192409892105	0.519249794100293
ENSG00000004777	32.6633288963937	10.9516529006819	9.69656161721455	11.795505753687	10.4321647504133
ENSG00000004779	116.168915122116	123.663675570648	122.521415738796	135.682054924713	117.599869186501
ENSG00000004799	0	0	0	0.0113320039818916	0.010182612393417
ENSG00000004809	0.0304888336686461	0	0.139260860567256	0.0871237099702891	0.223607600079476
ENSG00000004838	0.888128589635759	0.122291665007652	0.137289245328671	0.181900004932026	0.445489082981683
ENSG00000004846	0.0368160549116058	0.121295071625789	0.0649723299087003	0.139973059495644	0.0581946466580061
ENSG00000004848	0.0979875543596686	0.00884339161359154	0	0.00821497429833402	0.0663933150796754
ENSG00000004864	91.1697773470185	113.453758288071	98.8689860287064	112.022235301988	99.0313783795591
ENSG00000004866	6.49125498745645	9.68083151440032	10.6178181965919	9.30932778889605	7.5771678296433
ENSG00000004897	78.8594518866123	71.7960772283052	73.1619972227424	70.6991348521342	73.8079870437594
ENSG00000004939	0	0.0606201299658819	0	0	0.0855376451683191
ENSG00000004948	2.00068518593208	1.697290213257	2.83096852066875	16.456643228946	2.00691579932366
ENSG00000004961	33.1573548782007	34.5837024712452	33.2319765456945	43.6166562464241	39.0479128126524
ENSG00000004975	42.5587689783198	43.8454972406377	45.4004269146739	47.0665861415118	65.3370886242947
ENSG00000005001	0.44387833073744	0	0	6.53965064280909e-05	0
ENSG00000005007	33.886951149962	31.6136304625542	31.6646438579617	42.984847959827	37.950302739966
ENSG00000005020	1.32800430656508	2.27300398616607	2.91220970277904	3.84593952605287	3.66812927477846
ENSG00000005022	294.305422070615	335.540546850011	300.998825556933	316.169670196031	198.181735491482
ENSG00000005059	8.49939232996526	6.35537731271032	4.21929675527429	4.01861085815899	5.37069764292887
ENSG00000005073	0	0	0	0	0
ENSG00000005075	48.0747772848507	53.7334606127754	54.2705713789724	51.2850454987207	59.2248702765137
ENSG00000005100	38.1160994587224	40.8279881489124	38.4563796353377	41.7334805787932	33.5973790357704
ENSG00000005102	0	0	0	0.0535407771460635	0.0342689933145226
ENSG00000005108	1.71037551739444	1.61825526809964	2.44235310552725	2.33268367796553	3.06777015814819
ENSG00000005156	68.0247806776659	78.2926158769087	74.4642778964456	72.10826219079	55.2124067346732
ENSG00000005175	33.7947600739046	36.7207441122676	50.3174221678355	42.6685144119188	42.0704636740425
ENSG00000005187	0.978199516959181	0.837320916746888	1.22586873822192	0.474344712886506	0.496915356851156
ENSG00000005189	1.48147883295899	0.7062197106922	3.7315931850974	2.63858142187029	1.64366697050343
ENSG00000005194	73.3153622995097	81.2814977113831	79.7071144409412	85.1031167756043	90.3779019215051
ENSG00000005206	28.5787564262961	26.2908156250551	32.1230190980133	23.1105044141491	24.6732763818246
ENSG00000005238	6.82160543158477	8.89650269535409	11.121952623602	7.17410268773645	18.2487665310209
ENSG00000005243	0	0.787309199852549	0.224537084990728	0.318811510815175	0.771327626960367
ENSG00000005249	5.66596903504096	4.49083629780183	6.02585735614179	4.37826853055298	8.23610065770639
ENSG00000005302	18.4720719374123	16.2489911758168	14.0882077772101	17.1623050039142	26.9501791806005
ENSG00000005339	88.2119011470042	60.1191082773907	49.3080896705637	54.8738056521755	67.9998798475836
ENSG00000005379	2.88113634381621	2.67440142089461	2.73922145173618	1.6762059292292	2.71366939897393
ENSG00000005381	0	0	0.446137571824229	0.00728795661432128	0
ENSG00000005421	0.0108867388599658	0	0	0.0254297631028861	0.0167537844193642
ENSG00000005436	17.1699288860199	11.3262100177233	16.095461660166	13.6009238677822	11.2868827101518
ENSG00000005448	28.1463166272369	32.5929401186498	20.1464700970666	22.2270474442388	29.4290752642884
ENSG00000005469	1.79413682376856	1.92697567575481	2.24039450223992	2.40609068425351	3.87069836854086
ENSG00000005471	1.37203073732541	0.367664181032692	0.65011853420327	0.713454614779842	1.02332306490523
ENSG00000005483	34.6996984303531	30.3098610972246	35.0836604045321	23.5956781825667	29.0183518650069
ENSG00000005486	19.6057231662774	16.3754957498915	19.0914335954065	18.4370546308909	29.1526971237029
ENSG00000005513	0.924040374599009	0.70561309116627	0.379543283336455	1.14526382586654	0.5493877870823
ENSG00000005700	8.92311111816209	8.78564591919921	9.1435284811211	9.64098791901669	5.72369166312781
ENSG00000005801	44.3750224936075	56.4292219531047	37.8733939947659	47.5732795101505	44.2176259914004
ENSG00000005810	15.1773083604472	19.4806075206419	17.9290149609126	20.774763338396	18.8856386576104
ENSG00000005812	6.52054318468362	7.54778189806292	6.56214264206817	8.91160919469283	12.5663041621837
ENSG00000005844	0.345349671624776	4.7893939233199	3.64398921727826	4.1454912386892	2.80831415005445
ENSG00000005882	17.3904422110327	11.981722521704	19.6797606345466	7.87702001759621	18.4158036628854
ENSG00000005884	9.92642728260109	17.9929365311734	13.9043707709602	9.50985392845807	6.69771540594609
ENSG00000005889	11.9526652538706	11.8493171451162	13.820683805049	11.312846328635	13.1782916301741
ENSG00000005893	21.1030813737493	24.5842125678859	30.529107838562	33.233407722723	26.3421290080366
ENSG00000005961	2.81936893460412	1.6763322934144	2.54646182650046	0.935534476142026	1.04922249876818
ENSG00000005981	0.184915848075811	0.0261188509016619	0	0.0242634409109591	0.0327015662842476
ENSG00000006007	52.2134991453622	56.82016741654	55.5885331734628	63.1041928532447	70.7939013173058
ENSG00000006015	21.6606181289338	9.40079896852584	19.8565908881874	13.5759777078661	13.6252487570157
ENSG00000006016	14.8140999125311	6.21165521760651	12.6927990543579	6.9587223045851	6.05087670976462
ENSG00000006025	2.34381131635977	3.03694908001214	3.83465439786091	2.0596279791912	2.55901450601156
ENSG00000006042	65.9676279692155	69.0793362403489	66.8159962841923	61.0875301640148	119.612823355042
ENSG00000006047	5.43427198080892	4.12638867095051	5.1474707923586	4.82422994336462	1.03383930564826
ENSG00000006059	0	0	0	0	0
ENSG00000006062	2.33250687996732	1.50038323090257	1.76658013230305	3.01698645859749	4.72720989964068
ENSG00000006071	0	0.295817579372374	0.452421969949153	0.102437727899174	0.230469422504324
ENSG00000006116	0	0	0.00913270127763711	0	0
ENSG00000006118	41.4157639406988	40.7296603425625	35.1698697893532	39.5421114640039	62.8214712117142
ENSG00000006125	139.033691107705	160.62813164942	154.644776252708	154.490320606608	167.003980748127
ENSG00000006128	0.366157400616465	1.46961566361415	0.77333666790983	6.99930345743335	1.87765705541343
ENSG00000006194	24.0831185866722	23.39483904058	21.1129314190667	25.0151110733647	21.1956522332218
ENSG00000006210	1.63991936435774	1.22640859906628	0.492994996522951	0.296195224772104	0.439095822263723
ENSG00000006282	8.57501272150342	6.46463774107681	10.0052010547707	7.0358115873021	7.86134325978682
ENSG00000006283	5.17471345751157	2.31796086933704	6.08124605811275	7.11567483966564	3.89437130129351
ENSG00000006327	24.3240257032979	57.87073745733	42.4132369342389	61.9171310153297	31.5344808825318
ENSG00000006377	1.26026705438621	6.61708966232941	2.79083235257316	1.01356949225541	0.90892456565038
ENSG00000006432	9.51942071202607	9.04089729599296	9.32096568027828	7.56370838997197	7.72146933848721
ENSG00000006451	45.7614500953073	65.924274570418	63.1080318618459	71.0985779149606	66.7380975871627
ENSG00000006453	25.7954688373834	34.1458657111161	25.5239332970222	27.9533220254436	10.9815577232344
ENSG00000006459	5.7372218268049	7.96375374092985	7.27419263906632	9.26899914877025	7.87479419923721
ENSG00000006468	58.3549266425569	94.6638594434344	46.9609969958068	38.3948858241806	31.9030046623006
ENSG00000006530	34.4368288014315	26.3864362761546	28.9340287700178	28.3316760159801	22.9947725511706
ENSG00000006534	1.30917349583087	0.512531469688785	1.60795784452725	0.926808929374194	0.800038418407668
ENSG00000006555	0.110194997757995	0.164588047974474	0.107525839598668	0.161891098092524	0.219635657082459
ENSG00000006576	10.5057324606535	12.3160247358452	12.9049390796811	15.3345557353521	17.9347752510745
ENSG00000006606	2.66894432466077	2.81222727594325	1.17086388164972	2.62841503424122	0.0589809957254031
ENSG00000006607	26.8937196080514	22.0709674906766	21.1774358156934	25.9502348902155	29.4157961405615
ENSG00000006611	0.29410794136242	0.0843600122272239	2.89709852066714	0.0263525410937756	0.269715818754262
ENSG00000006625	46.0428675375699	51.8541917719498	50.2929213128276	49.6072070049483	42.833453022561
ENSG00000006634	65.9390892826371	73.1048900045999	66.1568510163676	86.5057545440562	79.4662648189431
ENSG00000006638	0.569077875705587	0.283440747960116	0.776071791563117	0.148886929067355	0.172388866738266
ENSG00000006652	41.1216682049	36.4067497738368	38.4560080478572	84.3763965545319	86.7604491485957
ENSG00000006659	0	0.0406440554107223	0	0.113675454373955	0.103265986586815
ENSG00000006695	17.6136687514935	15.8208281516286	16.0254954354657	17.3770567357724	15.1324968371135
ENSG00000006704	29.4433361932636	29.401242379102	31.9807535795074	23.1595004533904	30.4472978912536
ENSG00000006712	46.080143295784	41.4584779444169	40.0178357165851	43.9330496843354	47.3293234711872
ENSG00000006715	49.5575561711246	37.7575039578053	45.2514924095689	42.7776216462203	52.2304824927633
ENSG00000006740	6.73235960728566	8.11152950149787	6.89889003483455	6.30613579778743	6.81939406369858
ENSG00000006744	120.446832884761	110.735575884655	93.4036764465183	123.375884513981	103.695639040259
ENSG00000006747	0.705287018807767	1.0045486208396	1.07420619389172	1.52573041367446	0.522578983853237
ENSG00000006756	1.49426175492469	1.88484250786184	2.92443116989695	1.71627048389902	2.47396035955537
ENSG00000006757	23.9171349703178	20.3176174585263	18.0641610918088	14.2215399824203	18.6627479113657
ENSG00000006788	0	0	0	0	0
ENSG00000006831	21.8553128525692	19.708292283711	17.0283597454014	24.3364122546785	22.7306033695299
ENSG00000006837	2.36164444240462	2.71870143266532	4.23232308392437	4.55481188680077	4.55333632120464
ENSG00000007001	0	0	0.0589281552376225	0.00982175275804163	0.0557765650946823
ENSG00000007038	0	0.0189892571420584	0	0.0494423047379513	0
ENSG00000007047	30.0157227535197	29.6981203738278	26.741429297206	21.2534470458961	34.0044174941643
ENSG00000007062	38.1694844273782	55.0802317959844	67.4455932129979	48.7415834205895	61.434926058234
ENSG00000007080	83.7270861921086	94.6868708606538	89.2549447765752	97.3861077246454	88.0163743766617
ENSG00000007129	0.413417130255697	0.719451845163618	0.334703053841406	0.262656452662614	3.07943265639465
ENSG00000007168	142.270512667467	142.436402782919	148.649848534408	166.536789912159	176.008049194631
ENSG00000007171	0.190989514061927	0.04990451577432	0	0.231735582275879	0.0572737485473239
ENSG00000007174	1.5298955751923	4.6166890439126	0.627645086065179	0.316200249933427	1.52104591271866
ENSG00000007202	77.5286329336554	72.0673258161829	71.6210767452473	69.4818688041769	73.1489382529179
ENSG00000007216	0	0	0	0	0
ENSG00000007237	3.25504084719006	3.66718449260566	6.94152213559038	5.39416020460165	4.65801883520458
ENSG00000007255	17.3998439662176	21.0836646687659	18.1453450103154	20.1859328357718	29.5447768882187
ENSG00000007264	6.64900946072374	3.11061631162931	4.73170862325004	1.96829228245594	0.650008552252104
ENSG00000007306	0	0	0	0	0
ENSG00000007312	0.214903621210066	0.312074942840673	0.136290481206174	0.0277913596606025	0.10258244035026
ENSG00000007314	1.93092948073486	0.92286141498531	0.814069110952643	1.5038656222137	0.327237679952367
ENSG00000007341	21.1611204114087	13.3706668895769	17.0820089173427	13.0897817464102	15.9770260873537
ENSG00000007350	0.0877647004076365	0.0998804625017197	0.143901174072856	0.131810208270151	0.653199521748033
ENSG00000007372	2.81316466581801	1.4558790787282	3.75337182601285	0.538649347377935	14.3449704680627
ENSG00000007376	14.2125175155361	17.3180152162888	15.0933839800025	20.1429530288506	16.3187977718995
ENSG00000007384	5.94370274380827	6.94046978327265	5.7394436660193	10.6349610957892	5.07677141141943
ENSG00000007392	94.0019837625013	88.9675913533761	81.127212936344	96.5489137090666	89.2442915867369
ENSG00000007402	8.46586708303244	7.27284967097731	8.87189797810148	7.63201250867833	7.40554668130877
ENSG00000007516	1.81327580992931	0.801313603582461	0.861682580866361	0.424311842406689	0.992742192795879
ENSG00000007520	35.86043113249	38.72623670509	36.6582775885298	42.1246545138962	43.5917297272303
ENSG00000007541	19.1115856447527	20.7608616061412	14.2981533737104	20.485144830475	22.8397783473133
ENSG00000007545	12.7650208051141	12.6399067161982	14.4709856467402	13.5596316506237	16.1151543185095
ENSG00000007866	15.156905124372	15.7099899009177	23.7816374578101	26.8092210649625	36.5496427112962
ENSG00000007908	0	0	0.0796228495772092	0	0.788930633626624
ENSG00000007923	74.5224421860219	72.0516946672035	74.9993701532691	79.7116385145653	60.3584940373846
ENSG00000007933	0.645834009455947	0.278946212924109	0.747961807365939	0.0715738422351244	0.246172185680408
ENSG00000007944	7.00167915756488	11.4254989488312	10.7104600852569	4.12866175257328	11.2551316519716
ENSG00000007952	0.319914169653859	0.100556026545369	0.142505260796212	0.149380323301242	0.0842219218742723
ENSG00000007968	2.15859662121319	1.79864509045513	1.9613656097398	1.04422974147254	1.22022328089665
ENSG00000008018	234.575494025041	269.041091846619	268.48311355875	291.271946788306	286.101258135136
ENSG00000008056	9.32496171198357	8.77798820971448	6.48957232861602	6.52318590856138	5.4898067457838
ENSG00000008083	57.7485899525679	65.8025747075018	47.0808737500946	38.9808077630756	43.0295481612206
ENSG00000008086	11.2766163696998	8.42138568951211	9.97116427645686	10.7200918243547	4.22920457634567
ENSG00000008118	2.28511485283551	0.77325422178523	1.37270809013238	0.142966743090185	0.749722369959752
ENSG00000008128	25.2528680291404	23.5328744954555	25.3878197752032	22.9003468551325	27.1889139854871
ENSG00000008130	34.7007668609298	40.5464992782749	37.3197603298788	38.8042844455606	31.5797141245052
ENSG00000008196	0.0622884364220391	0.0467703522822191	0.251372829698686	0	0.236731735397671
ENSG00000008197	0	0	0	0.0290030122719714	0
ENSG00000008226	1.26364178951594	0.674849003077529	0.422234229247188	0.653211164929035	0.765258569374925
ENSG00000008256	8.69277858955935	6.67927188502631	9.25894736292376	8.41943312739516	10.4923484508886
ENSG00000008277	7.66810122047075	9.5033877236077	7.04097260864519	9.387919914321	6.62367657981947
ENSG00000008282	63.1581185164109	52.8220506300319	62.1834075295076	70.7414091215591	44.6096309391484
ENSG00000008283	16.9102814499885	12.7682691716996	14.8801633373226	14.984757182367	4.55097438701701
ENSG00000008294	38.2481455691102	46.5883131173917	38.5480824411177	41.7522455391245	49.1617341954335
ENSG00000008300	9.20380107929576	9.37332031569698	7.80947121701226	5.68586814593076	9.81759403621864
ENSG00000008311	66.3198550650758	87.3921827206717	51.5433270328662	45.4578067983238	52.4670613177002
ENSG00000008323	15.8629411424946	15.5099509917885	16.2640342496116	14.1852406083353	1.56821540411699
ENSG00000008324	49.4759621897374	53.9115321462918	49.6009879741417	44.7727665652174	41.0894801971453
ENSG00000008382	16.760328490094	16.4276070927509	15.9943305733003	14.1817811847047	17.6323348318429
ENSG00000008394	474.272028957829	528.489919758423	471.553217307351	664.882860407484	657.553087863285
ENSG00000008405	18.2804452424464	20.439949216579	27.4025726449544	20.7264925551359	28.486591783412
ENSG00000008438	0	0.0446995372042354	0.298249560765729	0.0416915374393098	0.14968762668729
ENSG00000008441	0	0	0	0.0149314818918839	0.0037598006807771
ENSG00000008513	2.71759888884768	2.0586902276086	9.6588718442659	3.51244780033745	4.39087624237851
ENSG00000008516	4.80600013081503	3.87603430557305	3.63010980513057	3.24865741962887	1.21259526016189
ENSG00000008517	1.22891710991516	0.344879232560264	0.801062650883318	0.961989523539007	0.358722636494669
ENSG00000008710	25.1481091531352	21.518889244138	19.4745295525296	21.3920006785041	25.2728886921485
ENSG00000008735	0.682716555138215	0.821434173565328	1.7415000987822	0.796781898632368	0.784903762903536
ENSG00000008838	70.4113260825239	62.2981196786162	56.3714516489645	61.665469779416	60.1277857586571
ENSG00000008853	6.18790476477076	5.85832704648702	7.80903757631275	11.6277665322336	10.317970257256
ENSG00000008869	6.69150854940326	7.68717970757228	8.92918935032888	8.08069568164408	8.40340772959514
ENSG00000008952	77.0775629615962	76.9994190330754	74.7701283172039	84.4591418541511	91.664190795853
ENSG00000008988	2146.43623269278	2497.2505641264	2115.01180818451	2324.24263190347	2149.28502291275
ENSG00000009307	371.432010530216	392.220351827444	348.174134525391	412.204901936238	432.30582755761
ENSG00000009335	43.6886273136013	39.939259610899	37.1461312645591	42.2623972752576	34.617093334781
ENSG00000009413	6.45739400124997	5.85916669334707	6.35204148890328	6.30203836114385	6.92154501258886
ENSG00000009694	1.61148373539895	2.11588602967406	1.29661574040368	2.07064898686221	0.260969578864379
ENSG00000009709	0.481200814433412	0.284338156473659	1.62099748160869	0.149015095532186	1.26630887241981
ENSG00000009724	1.03430871316209	0.981777803676744	0.788928592371923	0.636843270179873	0.75719991626517
ENSG00000009765	0.228573344240852	0.471226423687888	0.0186305615489259	0.0753127118688651	0.117772869354625
ENSG00000009780	4.42463321456977	3.17270899741963	6.77712009840775	5.75142710761097	3.92652869742989
ENSG00000009790	0.407260000099794	0.0790336515527517	0.213245484756966	0.136229702789518	0.0768393777640834
ENSG00000009830	37.7464503870435	44.8275777772321	31.6111089729893	56.8926729797586	54.4380976089904
ENSG00000009844	51.6268212283942	55.7692295185899	57.0442165293585	59.3858019873159	47.6420942122898
ENSG00000009950	1.45270281376886	1.41064758801617	1.02988500085265	4.2863571709052	0.947277867025189
ENSG00000009954	75.973369438333	71.0127734694383	67.632117646065	75.233037949912	79.4938254551723
ENSG00000010017	29.3385764613046	31.0799992439678	31.3472652899397	30.5827008631521	43.1347298961811
ENSG00000010030	0.0891750746431985	0.337907794429596	0.313689688385961	0.597054412022965	0.452545581830726
ENSG00000010072	13.1084531005418	12.3221299840007	9.81718761372328	10.8199118673854	11.5343867653789
ENSG00000010165	43.7688500578847	56.5659745638496	48.5657090107362	54.582261977076	36.3799234951499
ENSG00000010219	17.1313677709423	10.9207037042125	6.79423263499995	10.4092221370753	11.0483407459972
ENSG00000010244	175.831323294848	174.717802444429	159.057929217406	190.204186484402	164.864669529173
ENSG00000010256	174.080272611683	193.111565058354	195.5450884396	190.343895555628	159.365702381417
ENSG00000010270	46.7740836044506	57.8030634346294	51.5692415509378	55.6324766076936	77.8346358245026
ENSG00000010278	91.8282384510564	65.5357391959321	51.9279728300752	112.945368666628	1.78160713603867
ENSG00000010282	0	0	0	0	0
ENSG00000010292	144.920804981825	118.545008429381	139.098278162178	109.447421980025	114.618352681687
ENSG00000010295	6.34091076882908	5.70166340771255	5.55930835996136	7.43371267521827	8.4810868723324
ENSG00000010310	1.25254379036301	5.21993877494328	0.728409122361034	0.70441163673002	0.320949021733956
ENSG00000010318	7.88471771924394	3.12411805103189	5.77214832668252	4.1601609097452	3.50787950465521
ENSG00000010319	0.432911538420174	0.584734302455642	0.466677566894341	0.631916784891784	0.912300617873407
ENSG00000010322	42.6807505076363	40.7129966380154	42.6376452773633	33.793413794386	48.5522969283104
ENSG00000010327	0.0118226242453318	0.074232038587111	0.120035370131716	0.182779171505789	0.113742104228941
ENSG00000010361	14.5655298579219	15.0583365897091	15.261395731036	13.7457482112642	13.507370925486
ENSG00000010379	0	0.240387777726716	0.0782841817714692	0.232501938739911	0.1267108737718
ENSG00000010404	10.0024577205751	22.1206982038391	16.5615741642314	17.4945790428177	56.949503352969
ENSG00000010438	0	0	0	0	0.0605248068807249
ENSG00000010539	9.62027944004078	7.94383864051653	9.55011557075968	10.0864232973909	12.7416075005272
ENSG00000010610	0.888529137691715	1.58567626284901	2.56834831488728	1.39829386902047	1.48232726745192
ENSG00000010626	4.22140894780663	2.34679638886199	4.27416348386683	2.19693166750795	3.76403359711827
ENSG00000010671	0	0.0997603319156813	0.0118807638273756	0.0646055592324861	0
ENSG00000010704	0.708241457971694	0.255715375808085	0.667213774105887	0.188164817386821	0.168930760232385
ENSG00000010803	7.10128460326282	5.71677192049233	8.45061716726747	6.97508602346883	15.5948886700587
ENSG00000010810	83.8596168039536	94.4663276616857	110.03319058278	71.276044448423	146.104315908111
ENSG00000010818	0.686128937041117	1.49602953760361	5.90384032108208	0.84297046193496	1.95902252618272
ENSG00000010932	0.00790361054211557	1.91686789455503	0	0.470580640537333	0.365026268929558
ENSG00000011007	53.4303643175212	53.614226244163	46.6800484698101	64.858927372714	45.5340120293138
ENSG00000011009	75.8021350335374	92.0560660918542	84.5817848455358	67.6100393234854	68.6185711617326
ENSG00000011021	2.96218589209118	4.77193397164121	6.55086994600379	9.45623464921719	9.01355344704499
ENSG00000011028	41.4458107647254	25.9815929326309	30.7541779245128	27.7085535280919	98.2181318113116
ENSG00000011052	6.63878881350409	19.0114731775461	38.0166909186149	32.3422238534698	21.8963910170239
ENSG00000011083	0	0	0	0	0.00884173374350908
ENSG00000011105	38.7419977011765	18.6496839967198	19.7572387780864	24.8542118025727	19.2042596299099
ENSG00000011114	9.91766635655128	12.6270448005677	14.4169284119799	10.9980684521054	18.0228612535876
ENSG00000011132	10.4893413797783	7.01506350689187	9.0655793635876	8.02516354808058	8.45936256476043
ENSG00000011143	10.6066878031307	13.3606636368237	16.3529816358963	16.6192532014103	19.4064401972691
ENSG00000011198	19.1499943710135	20.4607557184988	19.6355220144188	31.43700787768	20.5160560322613
ENSG00000011201	62.4127838258467	55.9286813559016	38.2349362739683	45.3375688576656	25.2540845912116
ENSG00000011243	89.6146910762612	67.1731589816702	64.1223780633118	80.7839859467502	97.8933927279715
ENSG00000011258	25.4830494903316	31.4241652857551	26.7341428660154	25.1565560964143	25.3541817242172
ENSG00000011260	70.4305643931803	81.0537414701391	69.9418211293169	73.801715554203	65.6328442678601
ENSG00000011275	22.6123068360849	23.2305291272567	20.8193234431173	30.436688231899	32.1362441392111
ENSG00000011295	35.9166913183002	37.2632359210196	37.716148553912	37.6173946546009	33.1992963076885
ENSG00000011304	429.869679064984	448.460543400472	466.857482362188	508.417208154173	420.925126729728
